date_key,date,year,month,month_name,iso_year,iso_week,iso_yearweek,week_start_date,store_code,store_name,orders,net_revenue,aov,units,asp,units_per_order
20220710,2022-07-10,2022,7,July,2022,27,202227,2022-07-04,NEB,Nebula,1,169.99,169.99,1.000,169.99,1.00
20220710,2022-07-10,2022,7,July,2022,27,202227,2022-07-04,VIC,Victus,2,239.96,119.98,4.000,59.99,2.00
20220711,2022-07-11,2022,7,July,2022,28,202228,2022-07-11,PA,Pasion Albiverde (Store),1,59.99,59.99,1.000,59.99,1.00
20220711,2022-07-11,2022,7,July,2022,28,202228,2022-07-11,RBN,Rabbona,3,356.98,118.99,3.000,118.99,1.00
20220711,2022-07-11,2022,7,July,2022,28,202228,2022-07-11,VIC,Victus,1,69.99,69.99,1.000,69.99,1.00
20220712,2022-07-12,2022,7,July,2022,28,202228,2022-07-11,RBN,Rabbona,1,59.99,59.99,1.000,59.99,1.00
20220712,2022-07-12,2022,7,July,2022,28,202228,2022-07-11,VIC,Victus,1,219.99,219.99,1.000,219.99,1.00
20220713,2022-07-13,2022,7,July,2022,28,202228,2022-07-11,NEB,Nebula,1,194.99,194.99,2.000,97.50,2.00
20220713,2022-07-13,2022,7,July,2022,28,202228,2022-07-11,PA,Pasion Albiverde (Store),7,1148.92,164.13,11.000,104.45,1.57
20220713,2022-07-13,2022,7,July,2022,28,202228,2022-07-11,VIC,Victus,1,175.00,175.00,1.000,175.00,1.00
20220714,2022-07-14,2022,7,July,2022,28,202228,2022-07-11,PA,Pasion Albiverde (Store),1,59.99,59.99,1.000,59.99,1.00
20220714,2022-07-14,2022,7,July,2022,28,202228,2022-07-11,VIC,Victus,2,319.97,159.99,3.000,106.66,1.50
20220715,2022-07-15,2022,7,July,2022,28,202228,2022-07-11,PA,Pasion Albiverde (Store),2,339.97,169.99,3.000,113.32,1.50
20220715,2022-07-15,2022,7,July,2022,28,202228,2022-07-11,RBN,Rabbona,2,266.99,133.50,2.000,133.50,1.00
20220715,2022-07-15,2022,7,July,2022,28,202228,2022-07-11,VIC,Victus,1,59.99,59.99,1.000,59.99,1.00
20220716,2022-07-16,2022,7,July,2022,28,202228,2022-07-11,NEB,Nebula,1,135.00,135.00,1.000,135.00,1.00
20220716,2022-07-16,2022,7,July,2022,28,202228,2022-07-11,PA,Pasion Albiverde (Store),6,934.93,155.82,8.000,116.87,1.33
20220717,2022-07-17,2022,7,July,2022,28,202228,2022-07-11,PA,Pasion Albiverde (Store),4,604.97,151.24,4.000,151.24,1.00
20220717,2022-07-17,2022,7,July,2022,28,202228,2022-07-11,VIC,Victus,1,474.96,474.96,5.000,94.99,5.00
20220718,2022-07-18,2022,7,July,2022,29,202229,2022-07-18,NEB,Nebula,2,209.98,104.99,2.000,104.99,1.00
20220718,2022-07-18,2022,7,July,2022,29,202229,2022-07-18,RBN,Rabbona,3,344.98,114.99,3.000,114.99,1.00
20220719,2022-07-19,2022,7,July,2022,29,202229,2022-07-18,NEB,Nebula,3,528.99,176.33,4.000,132.25,1.33
20220719,2022-07-19,2022,7,July,2022,29,202229,2022-07-18,RBN,Rabbona,1,159.99,159.99,1.000,159.99,1.00
20220720,2022-07-20,2022,7,July,2022,29,202229,2022-07-18,NEB,Nebula,1,69.98,69.98,2.000,34.99,2.00
20220720,2022-07-20,2022,7,July,2022,29,202229,2022-07-18,PA,Pasion Albiverde (Store),2,174.99,87.50,2.000,87.50,1.00
20220721,2022-07-21,2022,7,July,2022,29,202229,2022-07-18,PA,Pasion Albiverde (Store),4,381.98,95.50,4.000,95.50,1.00
20220721,2022-07-21,2022,7,July,2022,29,202229,2022-07-18,RBN,Rabbona,1,59.99,59.99,1.000,59.99,1.00
20220721,2022-07-21,2022,7,July,2022,29,202229,2022-07-18,VIC,Victus,2,489.97,244.99,3.000,163.32,1.50
20220722,2022-07-22,2022,7,July,2022,29,202229,2022-07-18,PA,Pasion Albiverde (Store),3,334.98,111.66,3.000,111.66,1.00
20220722,2022-07-22,2022,7,July,2022,29,202229,2022-07-18,RBN,Rabbona,2,156.99,78.50,2.000,78.50,1.00
20220722,2022-07-22,2022,7,July,2022,29,202229,2022-07-18,VIC,Victus,2,299.95,149.98,5.000,59.99,2.50
20220723,2022-07-23,2022,7,July,2022,29,202229,2022-07-18,PA,Pasion Albiverde (Store),4,483.97,120.99,5.000,96.79,1.25
20220723,2022-07-23,2022,7,July,2022,29,202229,2022-07-18,RBN,Rabbona,2,421.00,210.50,3.000,140.33,1.50
20220725,2022-07-25,2022,7,July,2022,30,202230,2022-07-25,PA,Pasion Albiverde (Store),1,249.99,249.99,1.000,249.99,1.00
20220726,2022-07-26,2022,7,July,2022,30,202230,2022-07-25,VIC,Victus,4,796.98,199.25,5.000,159.40,1.25
20220727,2022-07-27,2022,7,July,2022,30,202230,2022-07-25,NEB,Nebula,1,299.98,299.98,2.000,149.99,2.00
20220727,2022-07-27,2022,7,July,2022,30,202230,2022-07-25,PA,Pasion Albiverde (Store),2,759.97,379.99,3.000,253.32,1.50
20220727,2022-07-27,2022,7,July,2022,30,202230,2022-07-25,RBN,Rabbona,1,59.99,59.99,1.000,59.99,1.00
20220727,2022-07-27,2022,7,July,2022,30,202230,2022-07-25,VIC,Victus,3,1989.94,663.31,10.000,198.99,3.33
20220728,2022-07-28,2022,7,July,2022,30,202230,2022-07-25,PA,Pasion Albiverde (Store),2,319.98,159.99,2.000,159.99,1.00
20220728,2022-07-28,2022,7,July,2022,30,202230,2022-07-25,RBN,Rabbona,1,125.00,125.00,1.000,125.00,1.00
20220728,2022-07-28,2022,7,July,2022,30,202230,2022-07-25,VIC,Victus,1,159.97,159.97,3.000,53.32,3.00
20220729,2022-07-29,2022,7,July,2022,30,202230,2022-07-25,NEB,Nebula,1,139.99,139.99,1.000,139.99,1.00
20220729,2022-07-29,2022,7,July,2022,30,202230,2022-07-25,RBN,Rabbona,4,344.97,86.24,4.000,86.24,1.00
20220729,2022-07-29,2022,7,July,2022,30,202230,2022-07-25,VIC,Victus,1,59.99,59.99,1.000,59.99,1.00
20220730,2022-07-30,2022,7,July,2022,30,202230,2022-07-25,NEB,Nebula,1,139.99,139.99,1.000,139.99,1.00
20220730,2022-07-30,2022,7,July,2022,30,202230,2022-07-25,PA,Pasion Albiverde (Store),1,39.99,39.99,1.000,39.99,1.00
20220730,2022-07-30,2022,7,July,2022,30,202230,2022-07-25,RBN,Rabbona,2,216.99,108.50,2.000,108.50,1.00
20220731,2022-07-31,2022,7,July,2022,30,202230,2022-07-25,NEB,Nebula,1,127.00,127.00,1.000,127.00,1.00
20220731,2022-07-31,2022,7,July,2022,30,202230,2022-07-25,RBN,Rabbona,1,159.99,159.99,1.000,159.99,1.00
20220801,2022-08-01,2022,8,August,2022,31,202231,2022-08-01,PA,Pasion Albiverde (Store),1,169.99,169.99,1.000,169.99,1.00
20220801,2022-08-01,2022,8,August,2022,31,202231,2022-08-01,RBN,Rabbona,1,299.98,299.98,2.000,149.99,2.00
20220801,2022-08-01,2022,8,August,2022,31,202231,2022-08-01,VIC,Victus,2,359.96,179.98,4.000,89.99,2.00
20220802,2022-08-02,2022,8,August,2022,31,202231,2022-08-01,PA,Pasion Albiverde (Store),4,789.95,197.49,5.000,157.99,1.25
20220802,2022-08-02,2022,8,August,2022,31,202231,2022-08-01,RBN,Rabbona,2,279.98,139.99,2.000,139.99,1.00
20220802,2022-08-02,2022,8,August,2022,31,202231,2022-08-01,VIC,Victus,2,556.98,278.49,3.000,185.66,1.50
20220803,2022-08-03,2022,8,August,2022,31,202231,2022-08-01,NEB,Nebula,1,245.00,245.00,1.000,245.00,1.00
20220803,2022-08-03,2022,8,August,2022,31,202231,2022-08-01,PA,Pasion Albiverde (Store),1,169.99,169.99,1.000,169.99,1.00
20220803,2022-08-03,2022,8,August,2022,31,202231,2022-08-01,RBN,Rabbona,1,107.00,107.00,1.000,107.00,1.00
20220803,2022-08-03,2022,8,August,2022,31,202231,2022-08-01,VIC,Victus,1,69.99,69.99,1.000,69.99,1.00
20220804,2022-08-04,2022,8,August,2022,31,202231,2022-08-01,NEB,Nebula,1,379.98,379.98,2.000,189.99,2.00
20220804,2022-08-04,2022,8,August,2022,31,202231,2022-08-01,PA,Pasion Albiverde (Store),1,249.99,249.99,1.000,249.99,1.00
20220805,2022-08-05,2022,8,August,2022,31,202231,2022-08-01,PA,Pasion Albiverde (Store),5,814.94,162.99,7.000,116.42,1.40
20220805,2022-08-05,2022,8,August,2022,31,202231,2022-08-01,RBN,Rabbona,3,554.97,184.99,6.000,92.50,2.00
20220805,2022-08-05,2022,8,August,2022,31,202231,2022-08-01,VIC,Victus,3,584.97,194.99,4.000,146.24,1.33
20220806,2022-08-06,2022,8,August,2022,31,202231,2022-08-01,PA,Pasion Albiverde (Store),4,359.95,89.99,5.000,71.99,1.25
20220806,2022-08-06,2022,8,August,2022,31,202231,2022-08-01,RBN,Rabbona,7,2119.84,302.83,18.000,117.77,2.57
20220806,2022-08-06,2022,8,August,2022,31,202231,2022-08-01,VIC,Victus,1,69.99,69.99,1.000,69.99,1.00
20220807,2022-08-07,2022,8,August,2022,31,202231,2022-08-01,RBN,Rabbona,3,1485.90,495.30,12.000,123.83,4.00
20220808,2022-08-08,2022,8,August,2022,32,202232,2022-08-08,RBN,Rabbona,2,611.95,305.98,7.000,87.42,3.50
20220809,2022-08-09,2022,8,August,2022,32,202232,2022-08-08,PA,Pasion Albiverde (Store),4,524.97,131.24,4.000,131.24,1.00
20220809,2022-08-09,2022,8,August,2022,32,202232,2022-08-08,RBN,Rabbona,1,354.98,354.98,3.000,118.33,3.00
20220810,2022-08-10,2022,8,August,2022,32,202232,2022-08-08,PA,Pasion Albiverde (Store),2,179.98,89.99,2.000,89.99,1.00
20220810,2022-08-10,2022,8,August,2022,32,202232,2022-08-08,RBN,Rabbona,1,137.00,137.00,1.000,137.00,1.00
20220810,2022-08-10,2022,8,August,2022,32,202232,2022-08-08,VIC,Victus,2,389.98,194.99,4.000,97.50,2.00
20220811,2022-08-11,2022,8,August,2022,32,202232,2022-08-08,PA,Pasion Albiverde (Store),7,1352.91,193.27,10.000,135.29,1.43
20220811,2022-08-11,2022,8,August,2022,32,202232,2022-08-08,RBN,Rabbona,14,2326.84,166.20,19.000,122.47,1.36
20220811,2022-08-11,2022,8,August,2022,32,202232,2022-08-08,VIC,Victus,2,289.98,144.99,2.000,144.99,1.00
20220812,2022-08-12,2022,8,August,2022,32,202232,2022-08-08,PA,Pasion Albiverde (Store),2,389.97,194.99,3.000,129.99,1.50
20220812,2022-08-12,2022,8,August,2022,32,202232,2022-08-08,RBN,Rabbona,1,59.99,59.99,1.000,59.99,1.00
20220812,2022-08-12,2022,8,August,2022,32,202232,2022-08-08,VIC,Victus,3,329.97,109.99,3.000,109.99,1.00
20220813,2022-08-13,2022,8,August,2022,32,202232,2022-08-08,PA,Pasion Albiverde (Store),1,59.99,59.99,1.000,59.99,1.00
20220813,2022-08-13,2022,8,August,2022,32,202232,2022-08-08,RBN,Rabbona,1,95.00,95.00,1.000,95.00,1.00
20220814,2022-08-14,2022,8,August,2022,32,202232,2022-08-08,PA,Pasion Albiverde (Store),3,419.95,139.98,5.000,83.99,1.67
20220815,2022-08-15,2022,8,August,2022,33,202233,2022-08-15,NEB,Nebula,1,69.99,69.99,1.000,69.99,1.00
20220815,2022-08-15,2022,8,August,2022,33,202233,2022-08-15,PA,Pasion Albiverde (Store),1,229.97,229.97,3.000,76.66,3.00
20220815,2022-08-15,2022,8,August,2022,33,202233,2022-08-15,RBN,Rabbona,1,164.99,164.99,2.000,82.50,2.00
20220816,2022-08-16,2022,8,August,2022,33,202233,2022-08-15,PA,Pasion Albiverde (Store),2,306.99,153.50,2.000,153.50,1.00
20220816,2022-08-16,2022,8,August,2022,33,202233,2022-08-15,RBN,Rabbona,2,516.97,258.49,4.000,129.24,2.00
20220816,2022-08-16,2022,8,August,2022,33,202233,2022-08-15,VIC,Victus,1,149.99,149.99,1.000,149.99,1.00
20220817,2022-08-17,2022,8,August,2022,33,202233,2022-08-15,NEB,Nebula,1,349.97,349.97,3.000,116.66,3.00
20220817,2022-08-17,2022,8,August,2022,33,202233,2022-08-15,VIC,Victus,2,314.97,157.49,4.000,78.74,2.00
20220818,2022-08-18,2022,8,August,2022,33,202233,2022-08-15,NEB,Nebula,1,239.98,239.98,2.000,119.99,2.00
20220818,2022-08-18,2022,8,August,2022,33,202233,2022-08-15,PA,Pasion Albiverde (Store),3,214.98,71.66,3.000,71.66,1.00
20220818,2022-08-18,2022,8,August,2022,33,202233,2022-08-15,RBN,Rabbona,3,436.98,145.66,5.000,87.40,1.67
20220818,2022-08-18,2022,8,August,2022,33,202233,2022-08-15,VIC,Victus,2,139.97,69.99,3.000,46.66,1.50
20220819,2022-08-19,2022,8,August,2022,33,202233,2022-08-15,NEB,Nebula,1,139.99,139.99,1.000,139.99,1.00
20220819,2022-08-19,2022,8,August,2022,33,202233,2022-08-15,PA,Pasion Albiverde (Store),3,324.98,108.33,3.000,108.33,1.00
20220819,2022-08-19,2022,8,August,2022,33,202233,2022-08-15,RBN,Rabbona,2,379.98,189.99,2.000,189.99,1.00
20220819,2022-08-19,2022,8,August,2022,33,202233,2022-08-15,VIC,Victus,2,1931.83,965.92,19.000,101.68,9.50
20220820,2022-08-20,2022,8,August,2022,33,202233,2022-08-15,RBN,Rabbona,3,346.97,115.66,4.000,86.74,1.33
20220821,2022-08-21,2022,8,August,2022,33,202233,2022-08-15,PA,Pasion Albiverde (Store),1,154.99,154.99,2.000,77.50,2.00
20220821,2022-08-21,2022,8,August,2022,33,202233,2022-08-15,RBN,Rabbona,2,454.99,227.50,6.000,75.83,3.00
20220821,2022-08-21,2022,8,August,2022,33,202233,2022-08-15,VIC,Victus,1,119.98,119.98,2.000,59.99,2.00
20220822,2022-08-22,2022,8,August,2022,34,202234,2022-08-22,NEB,Nebula,2,239.97,119.99,3.000,79.99,1.50
20220822,2022-08-22,2022,8,August,2022,34,202234,2022-08-22,PA,Pasion Albiverde (Store),4,529.98,132.50,4.000,132.50,1.00
20220822,2022-08-22,2022,8,August,2022,34,202234,2022-08-22,RBN,Rabbona,2,369.98,184.99,2.000,184.99,1.00
20220822,2022-08-22,2022,8,August,2022,34,202234,2022-08-22,VIC,Victus,2,280.00,140.00,2.000,140.00,1.00
20220823,2022-08-23,2022,8,August,2022,34,202234,2022-08-22,NEB,Nebula,3,466.97,155.66,4.000,116.74,1.33
20220823,2022-08-23,2022,8,August,2022,34,202234,2022-08-22,RBN,Rabbona,2,389.97,194.99,3.000,129.99,1.50
20220823,2022-08-23,2022,8,August,2022,34,202234,2022-08-22,VIC,Victus,1,139.98,139.98,2.000,69.99,2.00
20220824,2022-08-24,2022,8,August,2022,34,202234,2022-08-22,PA,Pasion Albiverde (Store),3,449.97,149.99,3.000,149.99,1.00
20220824,2022-08-24,2022,8,August,2022,34,202234,2022-08-22,RBN,Rabbona,5,1396.92,279.38,11.000,126.99,2.20
20220824,2022-08-24,2022,8,August,2022,34,202234,2022-08-22,VIC,Victus,1,589.96,589.96,4.000,147.49,4.00
20220825,2022-08-25,2022,8,August,2022,34,202234,2022-08-22,NEB,Nebula,2,429.96,214.98,4.000,107.49,2.00
20220825,2022-08-25,2022,8,August,2022,34,202234,2022-08-22,PA,Pasion Albiverde (Store),3,266.98,88.99,3.000,88.99,1.00
20220825,2022-08-25,2022,8,August,2022,34,202234,2022-08-22,RBN,Rabbona,1,294.99,294.99,2.000,147.50,2.00
20220825,2022-08-25,2022,8,August,2022,34,202234,2022-08-22,VIC,Victus,1,115.00,115.00,1.000,115.00,1.00
20220826,2022-08-26,2022,8,August,2022,34,202234,2022-08-22,NEB,Nebula,1,145.00,145.00,1.000,145.00,1.00
20220826,2022-08-26,2022,8,August,2022,34,202234,2022-08-22,RBN,Rabbona,1,95.00,95.00,1.000,95.00,1.00
20220826,2022-08-26,2022,8,August,2022,34,202234,2022-08-22,VIC,Victus,1,2811.91,2811.91,17.000,165.41,17.00
20220827,2022-08-27,2022,8,August,2022,34,202234,2022-08-22,NEB,Nebula,2,109.98,54.99,2.000,54.99,1.00
20220827,2022-08-27,2022,8,August,2022,34,202234,2022-08-22,RBN,Rabbona,4,626.95,156.74,8.000,78.37,2.00
20220827,2022-08-27,2022,8,August,2022,34,202234,2022-08-22,VIC,Victus,1,69.99,69.99,1.000,69.99,1.00
20220828,2022-08-28,2022,8,August,2022,34,202234,2022-08-22,PA,Pasion Albiverde (Store),1,219.97,219.97,3.000,73.32,3.00
20220828,2022-08-28,2022,8,August,2022,34,202234,2022-08-22,RBN,Rabbona,1,89.99,89.99,1.000,89.99,1.00
20220829,2022-08-29,2022,8,August,2022,35,202235,2022-08-29,RBN,Rabbona,4,509.96,127.49,6.000,84.99,1.50
20220830,2022-08-30,2022,8,August,2022,35,202235,2022-08-29,PA,Pasion Albiverde (Store),1,229.98,229.98,2.000,114.99,2.00
20220830,2022-08-30,2022,8,August,2022,35,202235,2022-08-29,RBN,Rabbona,2,184.99,92.50,2.000,92.50,1.00
20220831,2022-08-31,2022,8,August,2022,35,202235,2022-08-29,PA,Pasion Albiverde (Store),3,666.96,222.32,5.000,133.39,1.67
20220831,2022-08-31,2022,8,August,2022,35,202235,2022-08-29,RBN,Rabbona,8,1443.89,180.49,15.000,96.26,1.88
20220901,2022-09-01,2022,9,September,2022,35,202235,2022-08-29,NEB,Nebula,2,403.99,202.00,3.000,134.66,1.50
20220901,2022-09-01,2022,9,September,2022,35,202235,2022-08-29,PA,Pasion Albiverde (Store),1,339.98,339.98,2.000,169.99,2.00
20220901,2022-09-01,2022,9,September,2022,35,202235,2022-08-29,RBN,Rabbona,6,1656.94,276.16,11.000,150.63,1.83
20220901,2022-09-01,2022,9,September,2022,35,202235,2022-08-29,VIC,Victus,1,69.99,69.99,1.000,69.99,1.00
20220902,2022-09-02,2022,9,September,2022,35,202235,2022-08-29,PA,Pasion Albiverde (Store),6,799.94,133.32,6.000,133.32,1.00
20220902,2022-09-02,2022,9,September,2022,35,202235,2022-08-29,RBN,Rabbona,3,309.97,103.32,3.000,103.32,1.00
20220902,2022-09-02,2022,9,September,2022,35,202235,2022-08-29,VIC,Victus,1,499.97,499.97,3.000,166.66,3.00
20220903,2022-09-03,2022,9,September,2022,35,202235,2022-08-29,PA,Pasion Albiverde (Store),3,506.98,168.99,5.000,101.40,1.67
20220903,2022-09-03,2022,9,September,2022,35,202235,2022-08-29,VIC,Victus,1,109.98,109.98,2.000,54.99,2.00
20220904,2022-09-04,2022,9,September,2022,35,202235,2022-08-29,RBN,Rabbona,1,239.98,239.98,2.000,119.99,2.00
20220904,2022-09-04,2022,9,September,2022,35,202235,2022-08-29,VIC,Victus,1,139.99,139.99,1.000,139.99,1.00
20220905,2022-09-05,2022,9,September,2022,36,202236,2022-09-05,VIC,Victus,1,109.98,109.98,2.000,54.99,2.00
20220906,2022-09-06,2022,9,September,2022,36,202236,2022-09-05,NEB,Nebula,1,135.00,135.00,1.000,135.00,1.00
20220906,2022-09-06,2022,9,September,2022,36,202236,2022-09-05,PA,Pasion Albiverde (Store),6,1063.95,177.33,7.000,151.99,1.17
20220906,2022-09-06,2022,9,September,2022,36,202236,2022-09-05,RBN,Rabbona,7,792.93,113.28,20.000,39.65,2.86
20220906,2022-09-06,2022,9,September,2022,36,202236,2022-09-05,VIC,Victus,2,294.99,147.50,2.000,147.50,1.00
20220907,2022-09-07,2022,9,September,2022,36,202236,2022-09-05,NEB,Nebula,1,139.98,139.98,2.000,69.99,2.00
20220907,2022-09-07,2022,9,September,2022,36,202236,2022-09-05,PA,Pasion Albiverde (Store),5,836.96,167.39,5.000,167.39,1.00
20220907,2022-09-07,2022,9,September,2022,36,202236,2022-09-05,RBN,Rabbona,8,1849.84,231.23,20.000,92.49,2.50
20220907,2022-09-07,2022,9,September,2022,36,202236,2022-09-05,VIC,Victus,3,619.96,206.65,4.000,154.99,1.33
20220908,2022-09-08,2022,9,September,2022,36,202236,2022-09-05,NEB,Nebula,1,406.98,406.98,3.000,135.66,3.00
20220908,2022-09-08,2022,9,September,2022,36,202236,2022-09-05,PA,Pasion Albiverde (Store),1,59.99,59.99,1.000,59.99,1.00
20220908,2022-09-08,2022,9,September,2022,36,202236,2022-09-05,RBN,Rabbona,7,1089.91,155.70,11.000,99.08,1.57
20220908,2022-09-08,2022,9,September,2022,36,202236,2022-09-05,VIC,Victus,2,899.94,449.97,6.000,149.99,3.00
20220909,2022-09-09,2022,9,September,2022,36,202236,2022-09-05,RBN,Rabbona,5,709.98,142.00,11.000,64.54,2.20
20220909,2022-09-09,2022,9,September,2022,36,202236,2022-09-05,VIC,Victus,1,59.99,59.99,1.000,59.99,1.00
20220910,2022-09-10,2022,9,September,2022,36,202236,2022-09-05,RBN,Rabbona,1,59.99,59.99,1.000,59.99,1.00
20220910,2022-09-10,2022,9,September,2022,36,202236,2022-09-05,VIC,Victus,1,139.99,139.99,1.000,139.99,1.00
20220911,2022-09-11,2022,9,September,2022,36,202236,2022-09-05,NEB,Nebula,2,269.98,134.99,2.000,134.99,1.00
20220911,2022-09-11,2022,9,September,2022,36,202236,2022-09-05,PA,Pasion Albiverde (Store),1,149.99,149.99,1.000,149.99,1.00
20220912,2022-09-12,2022,9,September,2022,37,202237,2022-09-12,PA,Pasion Albiverde (Store),5,731.95,146.39,6.000,121.99,1.20
20220912,2022-09-12,2022,9,September,2022,37,202237,2022-09-12,RBN,Rabbona,1,167.00,167.00,1.000,167.00,1.00
20220912,2022-09-12,2022,9,September,2022,37,202237,2022-09-12,VIC,Victus,1,91.00,91.00,1.000,91.00,1.00
20220913,2022-09-13,2022,9,September,2022,37,202237,2022-09-12,NEB,Nebula,3,199.97,66.66,3.000,66.66,1.00
20220913,2022-09-13,2022,9,September,2022,37,202237,2022-09-12,PA,Pasion Albiverde (Store),2,399.97,199.99,3.000,133.32,1.50
20220913,2022-09-13,2022,9,September,2022,37,202237,2022-09-12,RBN,Rabbona,1,69.99,69.99,1.000,69.99,1.00
20220913,2022-09-13,2022,9,September,2022,37,202237,2022-09-12,VIC,Victus,1,129.98,129.98,2.000,64.99,2.00
20220914,2022-09-14,2022,9,September,2022,37,202237,2022-09-12,NEB,Nebula,2,349.96,174.98,4.000,87.49,2.00
20220914,2022-09-14,2022,9,September,2022,37,202237,2022-09-12,PA,Pasion Albiverde (Store),6,984.93,164.16,8.000,123.12,1.33
20220914,2022-09-14,2022,9,September,2022,37,202237,2022-09-12,RBN,Rabbona,2,886.97,443.49,6.000,147.83,3.00
20220915,2022-09-15,2022,9,September,2022,37,202237,2022-09-12,NEB,Nebula,4,1979.96,494.99,16.000,123.75,4.00
20220915,2022-09-15,2022,9,September,2022,37,202237,2022-09-12,PA,Pasion Albiverde (Store),3,476.97,158.99,4.000,119.24,1.33
20220915,2022-09-15,2022,9,September,2022,37,202237,2022-09-12,RBN,Rabbona,2,179.99,90.00,7.000,25.71,3.50
20220915,2022-09-15,2022,9,September,2022,37,202237,2022-09-12,VIC,Victus,1,69.99,69.99,1.000,69.99,1.00
20220916,2022-09-16,2022,9,September,2022,37,202237,2022-09-12,PA,Pasion Albiverde (Store),1,157.00,157.00,1.000,157.00,1.00
20220916,2022-09-16,2022,9,September,2022,37,202237,2022-09-12,RBN,Rabbona,3,40.00,13.33,6.000,6.67,2.00
20220916,2022-09-16,2022,9,September,2022,37,202237,2022-09-12,VIC,Victus,1,264.99,264.99,2.000,132.50,2.00
20220917,2022-09-17,2022,9,September,2022,37,202237,2022-09-12,NEB,Nebula,1,618.98,618.98,5.000,123.80,5.00
20220917,2022-09-17,2022,9,September,2022,37,202237,2022-09-12,RBN,Rabbona,7,641.96,91.71,28.000,22.93,4.00
20220917,2022-09-17,2022,9,September,2022,37,202237,2022-09-12,VIC,Victus,2,219.98,109.99,2.000,109.99,1.00
20220918,2022-09-18,2022,9,September,2022,37,202237,2022-09-12,PA,Pasion Albiverde (Store),1,169.99,169.99,1.000,169.99,1.00
20220919,2022-09-19,2022,9,September,2022,38,202238,2022-09-19,NEB,Nebula,3,879.94,293.31,6.000,146.66,2.00
20220919,2022-09-19,2022,9,September,2022,38,202238,2022-09-19,PA,Pasion Albiverde (Store),2,306.99,153.50,2.000,153.50,1.00
20220919,2022-09-19,2022,9,September,2022,38,202238,2022-09-19,RBN,Rabbona,3,1026.15,342.05,10.000,102.62,3.33
20220919,2022-09-19,2022,9,September,2022,38,202238,2022-09-19,VIC,Victus,1,69.99,69.99,1.000,69.99,1.00
20220920,2022-09-20,2022,9,September,2022,38,202238,2022-09-19,NEB,Nebula,1,139.98,139.98,2.000,69.99,2.00
20220920,2022-09-20,2022,9,September,2022,38,202238,2022-09-19,PA,Pasion Albiverde (Store),7,1010.96,144.42,9.000,112.33,1.29
20220920,2022-09-20,2022,9,September,2022,38,202238,2022-09-19,RBN,Rabbona,9,1044.95,116.11,65.000,16.08,7.22
20220920,2022-09-20,2022,9,September,2022,38,202238,2022-09-19,VIC,Victus,1,166.50,166.50,1.000,166.50,1.00
20220921,2022-09-21,2022,9,September,2022,38,202238,2022-09-19,NEB,Nebula,4,844.94,211.24,7.000,120.71,1.75
20220921,2022-09-21,2022,9,September,2022,38,202238,2022-09-19,PA,Pasion Albiverde (Store),6,941.90,156.98,12.000,78.49,2.00
20220921,2022-09-21,2022,9,September,2022,38,202238,2022-09-19,RBN,Rabbona,4,527.54,131.89,12.000,43.96,3.00
20220922,2022-09-22,2022,9,September,2022,38,202238,2022-09-19,PA,Pasion Albiverde (Store),2,196.99,98.50,2.000,98.50,1.00
20220922,2022-09-22,2022,9,September,2022,38,202238,2022-09-19,RBN,Rabbona,2,74.99,37.50,2.000,37.50,1.00
20220923,2022-09-23,2022,9,September,2022,38,202238,2022-09-19,NEB,Nebula,4,679.92,169.98,8.000,84.99,2.00
20220923,2022-09-23,2022,9,September,2022,38,202238,2022-09-19,PA,Pasion Albiverde (Store),2,196.99,98.50,2.000,98.50,1.00
20220923,2022-09-23,2022,9,September,2022,38,202238,2022-09-19,RBN,Rabbona,3,539.97,179.99,5.000,107.99,1.67
20220923,2022-09-23,2022,9,September,2022,38,202238,2022-09-19,VIC,Victus,2,227.48,113.74,3.000,75.83,1.50
20220924,2022-09-24,2022,9,September,2022,38,202238,2022-09-19,NEB,Nebula,1,139.98,139.98,2.000,69.99,2.00
20220924,2022-09-24,2022,9,September,2022,38,202238,2022-09-19,RBN,Rabbona,1,290.39,290.39,3.000,96.80,3.00
20220924,2022-09-24,2022,9,September,2022,38,202238,2022-09-19,VIC,Victus,1,249.97,249.97,3.000,83.32,3.00
20220925,2022-09-25,2022,9,September,2022,38,202238,2022-09-19,NEB,Nebula,1,209.98,209.98,2.000,104.99,2.00
20220926,2022-09-26,2022,9,September,2022,39,202239,2022-09-26,PA,Pasion Albiverde (Store),2,194.99,97.50,2.000,97.50,1.00
20220926,2022-09-26,2022,9,September,2022,39,202239,2022-09-26,RBN,Rabbona,6,610.94,101.82,9.000,67.88,1.50
20220926,2022-09-26,2022,9,September,2022,39,202239,2022-09-26,VIC,Victus,1,204.99,204.99,2.000,102.50,2.00
20220927,2022-09-27,2022,9,September,2022,39,202239,2022-09-26,PA,Pasion Albiverde (Store),5,653.96,130.79,6.000,108.99,1.20
20220927,2022-09-27,2022,9,September,2022,39,202239,2022-09-26,RBN,Rabbona,3,251.98,83.99,5.000,50.40,1.67
20220928,2022-09-28,2022,9,September,2022,39,202239,2022-09-26,NEB,Nebula,1,69.99,69.99,1.000,69.99,1.00
20220928,2022-09-28,2022,9,September,2022,39,202239,2022-09-26,PA,Pasion Albiverde (Store),7,883.94,126.28,8.000,110.49,1.14
